Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,ID объекта,Широта,Долгота,ID здания,Название здания,ID этажа,Количество филиалов,ID сети,Название сети,Специализация сети,Главная рубрика,POI-категория,Кол-во рубрик,Кол-во атрибутов,Дата обновления,Удалён,ID сегмента,ID региона,2GIS URL,Тип,Ожидаемое кол-во (2GIS),Ссылка запроса
Блум,кафе-пекарня,Кафе,"Маргелова улица, 3 к3",,125284,,Хорошёвский,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.6,5,89161928780,,,,,,,,,,,,,,,https://t.me/bloom_coffee,,,70000001111097995,55.777507,37.540825,70030076266420104,,,1,70000001091216738,Блум,кафе-пекарня,Кафе,cafe,1,28,2026-06-08T10:05:31Z,,0,32,https://2gis.com/firm/70000001111097995,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Азия,чайхана,Кафе,"Варшавское шоссе, 83 ст1",цокольный этаж,117556,,Нагорный,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,2.9,2,89259251895,,,,,,,,,,,,,,,,,,70000001091611303,55.656018,37.620353,4504235282578243,,,1,70000001091611302,Азия,чайхана,Кафе,cafe,1,22,2026-04-10T12:19:04Z,,0,32,https://2gis.com/firm/70000001091611303,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Фетучини,пиццерия,Кафе; Пиццерии; Доставка еды,"Вернадского проспект, 6",3 этаж,119313,,Раменки,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.8,12,89852495577 (служба бронирования),,,,,,,,,,https://wa.me/79852495577,,,,,,,,70000001066816434,55.691944,37.527479,4504235282693052,Капитолий,4504694860638613,1,70000001066816433,Фетучини,пиццерия,Пиццерии,pizza,3,24,2026-06-18T14:52:54Z,,0,32,https://2gis.com/firm/70000001066816434,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Сезоны,кафе,Кафе; Доставка еды,"Весенняя улица, 2 ст5",,143085,,,,Одинцовский городской округ,Московская область,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,3.7,18,89857848121,89854165421,,,,http://seasons.msk.ru,,,,,https://wa.me/79857848121,https://wa.me/79854165421,,,,,,,70000001031690332,55.696315,37.397229,4504235302408244,,,1,70000001031690331,Сезоны,кафе,Кафе,cafe,2,34,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001031690332,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Зулфи,кафе,Кафе,"Монтажная улица, 9 ст1",2 этаж,107497,,Гольяново,Москва,,Москва,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,+03:00,,,89166440807,,,,,,,,,,,,,,,,,,70000001113113510,55.814277,37.772521,4504235282580936,,,1,70000001113113509,Зулфи,кафе,Кафе,cafe,1,6,2026-04-01T03:52:16Z,,0,32,https://2gis.com/firm/70000001113113510,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Ай Эм Икс,кафе,Кафе,"Конный переулок, 4",клуб Донспорт,115162,,Якиманка,Москва,,Москва,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,,,89771821599,,,,,,,,,,,,,,,,,,70000001114560284,55.721347,37.613322,4504235282721089,,,1,70000001110818392,Ай Эм Икс,кафе,Кафе,cafe,1,0,2026-06-11T07:51:38Z,,0,32,https://2gis.com/firm/70000001114560284,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Лело,кафе,Кафе; Банкетные залы; Доставка еды,"Вернадского проспект, 41 ст3",2 этаж,119415,,Проспект Вернадского,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00 (служба доставки: пн-вс 12:00-23:00),+03:00,4.6,35,84997836247,89777976247,,,,http://kafelelo.ru,,,,,https://wa.me/79777976247,,,,,,,,70000001040857277,55.674299,37.505283,4504235283010362,ТЦ Премьер,,1,70000001040857276,Лело,кафе,Кафе,food_restaurant,3,38,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001040857277,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Eden,ресторан,Кафе; Доставка еды,"улица Покровка, 28 ст7",,101000,,Басманный,Москва,,Москва,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-16:00; Вс: 12:00-23:00,+03:00,,,84997146613,89995555613,,,,,,,,,,,,,,,,,70000001050032842,55.759704,37.650137,4504235282975631,,,2,70000001050866626,Eden,ресторан,Доставка еды,cafe,2,15,2025-12-04T14:35:12Z,,0,32,https://2gis.com/firm/70000001050032842,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Naturalyti,кафе,Кафе,"Щёлковское шоссе, 3 ст1",Б корпус; 1 этаж; фитнес-клуб Незебра,105122,,Гольяново,Москва,,Москва,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,,,,,,,,,,,,,,,,,,,,,70000001089817390,55.803849,37.753598,4504235282581837,,70030076395311837,1,70000001089817389,Naturalyti,кафе,Кафе,cafe,1,18,2026-06-04T09:31:08Z,,0,32,https://2gis.com/firm/70000001089817390,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Оазис,кафе,Кафе; Кофейни; Доставка еды,"улица Хромова, 3",1 этаж,107392,,Преображенское,Москва,,Москва,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,4.4,39,89250710533,,,,,,,,,,https://wa.me/79250710533,,,,,,,,70000001035576668,55.80028,37.716484,4504235282544764,жк ReForm,,1,70000001035576667,Оазис,кафе,Кафе,cafe,3,34,2026-02-11T10:56:45Z,,0,32,https://2gis.com/firm/70000001035576668,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Mon kitchen,ресторан,Кафе; Бары; Доставка еды,"улица Кржижановского, 17 к1",цокольный этаж,117218,,Академический,Москва,,Москва,Россия,Пн: 12:00-02:00; Вт: 12:00-02:00; Ср: 12:00-02:00; Чт: 12:00-02:00; Пт: 12:00-04:00; Сб: 12:00-04:00; Вс: 12:00-02:00,+03:00,2.7,2,89646413877,,,,,http://menumonkitchen.tilda.ws/,,,,,,,,,,,,,70000001062682466,55.679329,37.573178,4504235282571096,,,1,70000001062682465,Mon kitchen,ресторан,Бары,bar,3,38,2026-04-24T15:59:03Z,,0,32,https://2gis.com/firm/70000001062682466,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Михико,суши-бар,Кафе; Суши-бары,"Каширское шоссе, 53 к4",,115211,,Москворечье-Сабурово,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,1,89858458520,,,,,http://mihiko.ru,,,,,,,,,,,,,70000001105592168,55.63939,37.694,4504235282536678,,,1,70000001105592167,Михико,суши-бар,Суши-бары,sushi,2,10,2026-04-23T09:38:31Z,,0,32,https://2gis.com/firm/70000001105592168,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Шахрисабз,чайхана,Кафе,"Севастопольский проспект, 18а",цокольный этаж,117447,,Котловка,Москва,,Москва,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+03:00,3.9,7,89060123003,,,,,,,,,,https://wa.me/79060123003,,,viber://chat/?number=79060123003,,https://t.me/+79060123003,,,70000001067930857,55.682551,37.598098,4504235282570402,,,1,70000001067930856,Шахрисабз,чайхана,Кафе,cafe,1,21,2026-03-23T15:22:39Z,,0,32,https://2gis.com/firm/70000001067930857,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Анор,кафе,Кафе,,,,,,Москва,,Москва,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,3.7,3,89245450000,89652292525,89256274775,,,,,,,,https://wa.me/79245450000,https://wa.me/79260511616,,,,,,,70000001079623085,,,,,,1,70000001079623084,Анор,кафе,Кафе,cafe,1,13,2025-09-26T12:41:06Z,,0,32,https://2gis.com/firm/70000001079623085,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Хинкали Gали,кафе,Кафе; Доставка еды,"улица Правды, 24 ст4",1 этаж,125124,,Беговой,Москва,,Москва,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.4,75,89152114161,,,,,http://hinkaligali.ru,http://horeca-home.com,,,https://vk.com/hinkaligali.cafe,,,,,,https://t.me/Hinkali_Gali_cafe_bot,https://t.me/hinkali_gali_cafe,,70000001035961497,55.788723,37.582745,4504235282746825,,,19,70000001064207955,Хинкали Gали,кафе,Кафе,cafe,2,35,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001035961497,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Кафе турецкой кухни,,Кафе; Доставка еды,"Садовая-Самотечная улица, 6 ст1",1 этаж,127051,,Тверской,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.7,8,89993395455,,,,,,,,,,https://wa.me/79993395455,,,,,,,,70000001104978691,55.773095,37.613752,4504235282737818,,,1,70000001104978690,Кафе турецкой кухни,Кафе турецкой кухни,Кафе,cafe,2,24,2026-06-25T14:48:19Z,,0,32,https://2gis.com/firm/70000001104978691,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
#кстати,уютное кафе с европейской атмосферой,Кафе; Доставка еды,"Лазоревый проезд, 1а к1",1 этаж,129323,,Свиблово,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.7,25,89259504777,,,,,http://kstaticafe.com,,,,,https://wa.me/79259504777,,,,,,,,70000001036784680,55.847951,37.638318,4504235314759492,,,1,70000001036784679,#кстати,уютное кафе с европейской атмосферой,Кафе,cafe,2,35,2026-06-23T11:28:37Z,,0,32,https://2gis.com/firm/70000001036784680,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Сололаки,ресторан,Кафе; Доставка еды,"улица Удальцова, 42",1 этаж,119607,,Проспект Вернадского,Москва,,Москва,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-24:00,+03:00,4.7,16,84958181817,,,,,http://sololaki-rest.ru,http://sololaki-msk.ru,,,https://vk.com/sololakimsk,,,,,,,,,70000001082626362,55.683413,37.491543,4504235282603881,,,1,70000001082626361,Сололаки,ресторан,Кафе,cafe,2,34,2026-06-03T10:23:21Z,,0,32,https://2gis.com/firm/70000001082626362,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Dan Toc Quan,кафе вьетнамской национальной кухни,Кафе,"Ярославское шоссе, 146 к1",2 этаж,129347,,Ярославский,Москва,,Москва,Россия,Пн: 10:00-21:30; Вт: 10:00-21:30; Ср: 10:00-21:30; Чт: 10:00-21:30; Пт: 10:00-21:30; Сб: 10:00-21:30; Вс: 10:00-21:30,+03:00,5.0,14,89055087999,89643138648,,,,,,,,,https://wa.me/79055087999,https://wa.me/79643138648,,,,,,,70000001062934791,55.878087,37.731584,4504235311888123,ТДЦ Ханой-Москва,70030076415448355,1,70000001062934790,Dan Toc Quan,кафе вьетнамской национальной кухни,Кафе,cafe,1,17,2026-03-20T15:22:35Z,,0,32,https://2gis.com/firm/70000001062934791,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Beer&food,пивной бар,Кафе; Бары,"улица Рождественка, 6/9/20 ст1",цокольный этаж; вход со двора,107031,,Мещанский,Москва,,Москва,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,4.8,29,89035929647,,,,,,,,,,,,,,,https://t.me/beerfood69,,,70000001033004269,55.761086,37.624031,4504235283026505,,,1,70000001033004268,Beer&food,пивной бар,Бары,bar,2,24,2026-06-03T18:15:37Z,,0,32,https://2gis.com/firm/70000001033004269,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
PastaSegreto,кафе,Кафе,"Большой Овчинниковский переулок, 16",2 этаж,115184,,Замоскворечье,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.8,4,89169747998,,,,,http://pastasegreto.ru,,,,,,,,,,,,,70000001104085225,55.744274,37.630395,4504235282712355,ТДЦ Аркадия,70030076637586104,2,70000001095550295,PastaSegreto,кафе,Кафе,cafe,1,13,2026-06-05T15:57:08Z,,0,32,https://2gis.com/firm/70000001104085225,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Vasilchuki Chaihona №1,ресторан,Кафе; Рестораны; Доставка еды; Бары,"улица Алабяна, 7",2 этаж,125057,,Сокол,Москва,,Москва,Россия,Пн: 11:00-06:00; Вт: 11:00-06:00; Ср: 11:00-06:00; Чт: 11:00-06:00; Пт: 11:00-06:00; Сб: 11:00-06:00; Вс: 11:00-06:00,+03:00,4.9,351,84952340233,84952340234 (служба доставки: пн-вс 10:00-5:00),,marketing@resproject.ru,,http://chaihona.ru/?utm_source=2gis&utm_medium=cpa&utm_campaign=akcia,,,,https://vk.com/chaihona1,,,,,,https://t.me/vasilchuki_tg,,,70000001007236370,55.802079,37.508068,4504235282637294,,,25,70000001006793079,Vasilchuki Chaihona №1,ресторан,Рестораны,food_restaurant,4,56,2026-06-29T03:51:01Z,,0,32,https://2gis.com/firm/70000001007236370,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Любава,столовая,Кафе; Столовые,"Можайское шоссе, 130",цокольный этаж,143005,6а м-н,,Одинцово,Одинцовский городской округ,Московская область,Россия,Пн: 08:30-18:00; Вт: 08:30-18:00; Ср: 08:30-18:00; Чт: 08:30-18:00; Пт: 08:30-18:00,+03:00,4.2,10,89103003248,,,,,http://t.me/lubavacafeodincovo,,,,https://vk.com/club212943920,https://wa.me/79103003248,,,,,,,,70000001029429356,55.68657,37.310279,4504235282961910,,,1,70000001031710635,Любава,столовая,Кафе,food_service,2,19,2025-10-27T13:25:18Z,,0,32,https://2gis.com/firm/70000001029429356,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Дуби-Дуби,кафе быстрого питания,Кафе,"Варшавское шоссе, 95 к1",3 этаж,117556,,Чертаново Северное,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,,,89804123946,89917790810,,,,http://dubi-dubi.ru,,,,https://vk.com/dubidubi,https://wa.me/79804123946,,,,,,,,70000001082062204,55.640211,37.621218,4504235282718180,ТЦ Аэробус,70030076327904604,1,70000001082062203,Дуби-Дуби,кафе быстрого питания,Кафе,cafe,1,22,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001082062204,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Кислород,кафе,Кафе,"Бауманская улица, вл58",,105005,,Басманный,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00 (до последнего гостя),+03:00,4.0,28,84992613201,89032321218,,,,http://psarki.ru/catering/catering_23.html,,,,,,,,,,,,,4504127918286096,55.767693,37.679406,4504235282655192,,,1,4504136499697216,Кислород,кафе,Кафе,cafe,1,31,2025-11-11T12:22:46Z,,0,32,https://2gis.com/firm/4504127918286096,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Dream food,ресторан американкой кухни,Кафе,"Андропова проспект, 1",1 этаж,115533,,Нагатинский Затон,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.4,16,,,,,,http://dreamisland.ru/objects/game-center,,,,https://vk.com/ostrovmechtipark,,,,,,,,,70000001055819286,55.693097,37.673185,70030076138594858,Остров Мечты,70030076202313092,6,70000001050782180,Dream Game Center,игровой центр для детей и молодежи,Кафе,cafe,1,23,2026-03-05T13:54:10Z,,0,32,https://2gis.com/firm/70000001055819286,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Рис,кафе,Кафе; Суши-бары,"Комсомольская площадь, 6",4 этаж,107140,,Красносельский,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.1,43,89154566861,,,,,http://каферис.рф,,,,https://vk.com/ricecafe,,,,,,,,,70000001019694987,55.77628,37.660134,4504235282656901,Универмаг Московский,70030076176446563,1,70000001019694986,Рис,кафе,Суши-бары,sushi,2,36,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001019694987,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Лапши,рамен-бар,Кафе; Доставка еды,"Берёзовая аллея, 19 к3",464 помещение; 1 этаж,127273,,Останкинский,Москва,,Москва,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-22:00,+03:00,4.6,7,89939018334,,,,,http://t.me/lapshiramenbar,,,,,,,,,,,,,70000001101831264,55.849948,37.622314,4504235325242637,,,1,70000001101831263,Лапши,рамен-бар,Кафе,cafe,2,18,2025-10-22T11:05:50Z,,0,32,https://2gis.com/firm/70000001101831264,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Здрасте,кофейня,Кафе; Кофейни; Доставка еды,"Волоколамское шоссе, 95/2",,125371,,Покровское-Стрешнево,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,5.0,309,89261513466,,,,,http://t.me/cafe_city_bay,,,,https://vk.com/zdrastecoffeebar,,,,,,https://t.me/zdraste_cafe_izmaylovskiy_les,https://t.me/zdrastecafe,,70000001099306512,55.830193,37.401158,70030076277795619,,,103,70000001033681797,Здрасте,кофейня,Кофейни,cafe,3,49,2026-07-07T06:38:30Z,,0,32,https://2gis.com/firm/70000001099306512,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Компот,столовая-кафетерий,Кафе; Столовые,"улица Стромынка, 4 к1",1 этаж,107014,,Сокольники,Москва,,Москва,Россия,Пн: 09:00-16:30; Вт: 09:00-16:30; Ср: 09:00-16:30; Чт: 09:00-16:30; Пт: 09:00-16:30,+03:00,5.0,4,89268008777,,,,,,,,,,https://wa.me/79268008777,,,,,,,,70000001089760789,55.789799,37.687657,4504235282561188,ДЦ Сторомынка,,1,70000001089760788,Компот,столовая-кафетерий,Столовые,food_service,2,11,2026-05-06T10:43:15Z,,0,32,https://2gis.com/firm/70000001089760789,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Between,кафе,Кафе; Доставка еды,"Новоалексеевская улица, 16 к2",1 этаж,129626,,Алексеевский,Москва,,Москва,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (по предварительному звонку),+03:00,4.6,14,89164997545,,,,,http://t.me/cafebetween,,,,,https://wa.me/79164997545,,,,,,,,70000001063310465,55.808709,37.647799,70030076168492183,,,1,70000001063310464,Between,кафе,Кафе,cafe,2,23,2026-01-21T16:24:36Z,,0,32,https://2gis.com/firm/70000001063310465,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Ош,чайхана,Кафе; Доставка еды; Быстрое питание,"улица Адмирала Макарова, 45",цокольный этаж,125212,,Войковский,Москва,,Москва,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.1,23,89361342955,89299831289,,,,,,,,,https://wa.me/79299831289,,,,,https://t.me/+79299831289,,,70000001083300679,55.838767,37.486103,4504235282563476,,,1,70000001083300678,Ош,чайхана,Доставка еды,fastfood,3,41,2026-03-05T14:06:19Z,,0,32,https://2gis.com/firm/70000001083300679,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
amici,кафе,Кафе,"Коровинское шоссе, 2",1 этаж,127486,,Бескудниковский,Москва,,Москва,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,15,89201802227,,,,,http://amicicafe.ru,,,,,,,,,,,,,70000001109962196,55.866639,37.545135,70030076214774191,ТРЦ Avenue sever,70030077147699462,1,70000001103051495,amici,кафе,Кафе,cafe,1,14,2026-04-15T11:50:35Z,,0,32,https://2gis.com/firm/70000001109962196,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Цифры,кондитерская,Кафе; Кафе-кондитерские,"Корабельная улица, 1",,115407,,Нагатинский Затон,Москва,,Москва,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,5.0,4,84997556674,,,,,http://t.me/cifricafe,,,,,,,,,,,,,70000001101658517,55.687379,37.701694,70030076283104555,,,1,70000001101658516,Цифры,кондитерская,Кафе,cafe,2,14,2026-06-08T11:00:07Z,,0,32,https://2gis.com/firm/70000001101658517,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Здрасте,кофейня,Кафе; Кофейни; Доставка еды,"Красулинская улица, 19",1 этаж,108802,,Коммунарка,Москва,,Москва,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.9,247,89959051635,,,,,http://t.me/zdraste_filatovlug,,,,https://vk.com/zdrastecoffeebar,https://wa.me/79959051635,,,,,https://t.me/zdraste_cafe_izmaylovskiy_les,https://t.me/zdrastecafe,,70000001068701217,55.603513,37.411789,70030076196360269,,,103,70000001033681797,Здрасте,кофейня,Кофейни,cafe,3,48,2026-07-07T06:38:30Z,,0,32,https://2gis.com/firm/70000001068701217,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Штолле,кафе-пекарня,Кафе; Пекарни; Доставка еды,"Ленинградский проспект, 62",цокольный этаж,125167,,Аэропорт,Москва,,Москва,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,4.5,13,84951203581 (доп.504),,,,,http://msk.stolle.ru,,,,https://vk.com/stolle_msk,https://wa.me/74956444045,,,,,https://t.me/mskstolle,,https://youtube.com/@user-xr7vw2ri6d,70000001027329795,55.800873,37.532663,4504235282676531,,,31,4504136498312703,Штолле,кафе-пекарня,Пекарни,cafe,3,36,2026-04-18T13:41:49Z,,0,32,https://2gis.com/firm/70000001027329795,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Италония,ресторан,Кафе; Рестораны; Доставка еды; Банкетные залы,"Южнобутовская улица, 69",1 этаж,117042,Чёчера м-н,Южное Бутово,Москва,,Москва,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.4,24,84957146666 (служба доставки),84957144444,,,,http://италония.рф,,,,https://vk.com/restoran_italoniya,https://wa.me/79036280100,https://wa.me/74957144444,,,,https://t.me/restoran_italoniya,https://t.me/+79036280100,,70000001044017149,55.535289,37.527845,4504235282772871,,,1,70000001044017148,Италония,ресторан,Рестораны,food_restaurant,4,51,2026-04-09T03:00:00Z,,0,32,https://2gis.com/firm/70000001044017149,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
Центр плова,чайхана,Кафе,"Носовихинское шоссе, 9",1 этаж,143965,8-й м-н,,Реутов,Реутов городской округ,Московская область,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,5.0,1,89135237373,,,,,,,,,,,,,,,,,,70000001111403486,55.745441,37.860507,4504235282905406,,,1,70000001111403483,Центр плова,чайхана,Кафе,cafe,1,12,2026-06-09T15:36:40Z,,0,32,https://2gis.com/firm/70000001111403486,branch,5474,https://2gis.ru/moscow/search/кафе/rubricId/161
